adoptere		v.	60180307
adoptiv		adj.	60180306
Adoptivbarn		sb.	60180305
Adoptivdatter		sb.	60190000
Adoptivfader		sb.	60180304
Adoptivforældre		sb.pl.	60180303
Adoptivland		sb.	60180302
Adoptivmoder		sb.	60180301
Adoptivsøn		sb.	60180300
Adrascanter			60180299
Adressat		sb.	60180298
Adresse		sb.	60180297
Adresseavis		sb.	60180296
Adressebog		sb.	60180295
Adressebrev		sb.	60180294
Adressedebat		sb.	60180293
Adressekontor		sb.	60180292
Adressekort		sb.	60180291
adressere		v.	60180290
Adressering		sb.	60180289
Adriene		sb.	60180288
adræt		adj.	60180287
Adræthed		sb.	60180286
Adskel		sb.	60180285
adskille		v.	60180284
adskillelig		adj.	60180283
Adskillelse		sb.	60180282
Adskillelsestegn		sb.	60180281
adskillig		adj.	60180280
Adskillighed		sb.	60180279
adskilligvis		adv.	60180278
Adskilling		sb.	60180277
Adskilthed		sb.	60180276
adsplide		v.	60180275
adsprede		v.	60180274
Adspredelse		sb.	60180273
Adspreder		sb.	60180272
Adspredthed		sb.	60180270
adspørge		v.	60180269
adstadelig		adj.	60180268
adstadig		adj.	60180267
Adstadighed		sb.	60180266
advare		v.	60180265
Advarsel		sb.	60180264
Advarselsfarve		sb.	60180263
Advarselsskrig		sb.	60180262
Advarselstegn		sb.	60180261
Advent		sb.	60180260
Adventist		sb.	60180259
adverbial		adj.	60180258
Adverbium		sb.	60180257
Advis		sb.	60180255
Advisbrev		sb.	60180254
advisere		v.	60180253
Advisjagt		sb.	60180252
Advisskib		sb.	60180251
Advokat		sb.	60180250
advokatorisk		adj.	60180249
Advokatpære		sb.	60180248
Advokattræ		sb.	60180247
ae		adv.	60180245
ae		v.	60180246
Aero-		i ssgr.	60180244
Aerodrom		sb.	60180243
Aeronaut		sb.	60180242
Aeroplan		sb.	60180241
af		præp. og adv.	60180240
afarbejde		v.	60180239
Afart		sb.	60180238
afbade		v.	60180237
afbage		v.	60180236
afbalancere		v.	60180235
afbanke		v.	60180234
afbarbere		v.	60180233
afbarke		v.	60180232
Afbed		sb.	60180231
afbede		v.	60180230
afbedrage		v.	60180229
afbefolke		v.	60180228
afbejdse		v.	60180227
afbenytte		v.	60180226
afbestille		v.	60180225
afbetale		v.	60180224
Afbetjening		sb.	60180223
afbetle		v.	60180222
afbevise		v.	60180221
Afbevisning		sb.	60180220
afbide		v.	60180219
Afbidetang		sb.	60180218
afbidsle		v.	60180217
afbie		v.	60180216
Afbigt		sb.	60180215
afbilde		v.	60180214
Afbildning		sb.	60180213
Afbillede		sb.	60180212
afbinde		v.	60180211
Afbindingsplads		sb.	60180210
afblade		v.	60180209
Afbladning		sb.	60180208
afblanke		v.	60180207
afblege		v.	60180206
afblive		v.	60180205
afblomstre		v.	60180204
afblotte		v.	60180203
afblænde		v.	60180202
afblæse		v.	60180201
afbløde		v.	60180200
afbomme		v.	60180199
afbone		v.	60180198
afbore		v.	60180197
afbove		v.	60180196
afbrase		v.	60180195
afbremse		v.	60180194
afbrinte		v.	60180193
Afbrud		sb.	60180192
afbruge		v.	60180191
afbruse		v.	60180190
afbryde		v.	60180189
Afbrydelse		sb.	60180188
Afbrydelsestegn		sb.	60180187
Afbryder		sb.	60180186
Afbrydning		sb.	60180185
Afbrydningsgnist		sb.	60180184
Afbræk		sb.	60180183
afbrække		v.	60180182
Afbrækningsmaskine		sb.	60180181
afbrænde		v.	60180180
Afbrænder		sb.	60180179
Afbrænding		sb.	60180178
Afbud		sb.	60180177
afbundte		v.	60180176
Afbygger		sb.	60180175
Afbyggergaard		sb.	60180174
Afbyggerhus		sb.	60180173
Afbyggersted		sb.	60180172
Afbyrd		sb.	60180171
afbytte		v.	60180170
afbælte		v.	60180169
afbære		v.	60180168
afbøde		v.	60180167
afbøje		v.	60180166
Afbøjning		sb.	60180165
Afbøn		sb.	60180164
afbørste		v.	60180163
afcirkle		v.	60180162
Afdal		sb.	60180161
afdale		v.	60180160
afdampe		v.	60180159
afdanke		v.	60180158
afdanse		v.	60180157
afdanske		v.	60180156
afdeklamere		v.	60180155
afdele	2	v.	60180153
afdele	1	v.	60180154
Afdeling		sb.	60180152
Afdelingschef		sb.	60180151
Afdelingsgartner		sb.	60180150
Afdelingsingeniør		sb.	60180149
Afdelingslæge		sb.	60180148
afdisputere		v.	60180147
Afdrag		sb.	60180146
afdrage		v.	60180145
Afdrags-			60180144
Afdragsret		sb.	60180143
afdragsvis		adv.	60180142
afdreje		v.	60180141
Afdrift		sb.	60180140
afdrikke		v.	60180139
afdrive		v.	60180138
Afdrivning		sb.	60180137
afdryppe		v.	60180136
afdrømme		v.	60180135
afduge		v.	60180134
afdunste		v.	60180133
afdække		v.	60180132
Afdækning		sb.	60180131
afdæmme		v.	60180130
Afdæmning		sb.	60180129
afdæmpe		v.	60180128
afdø		v.	60180127
afdød			60180126
afdøde		v.	60180124
Afdøethed		sb.	60180125
afelske		v.	60180123
affabel		adj.	60180121
affade		v.	60180120
Affald		sb.	60180119
affalde		v.	60180118
Affalds-		i ssgr.	60180117
Affaldsbrokke		sb.	60180116
Affaldsdynge		sb.	60180115
Affaldsgren		sb.	60180114
Affaldsjord		sb.	60180113
Affaldsplads		sb.	60180112
Affaldsprodukt		sb.	60180111
Affaldsspand		sb.	60180110
Affaldsstof		sb.	60180109
Affaldstræ		sb.	60180108
Affaldsvand		sb.	60180107
Affaldsvare		sb.	60180106
Affaldsvejr		sb.	60180105
affalme		v.	60180104
affange		v.	60180103
affar		adj.	60180102
affarende		adj.	60180101
Affart		sb.	60180100
affarve		v.	60180099
affase		v.	60180098
Affatning		sb.	60180097
affatte		v.	60180096
Affattelse		sb.	60180095
Affattelsesform		sb.	60180094
Affattelsestid		sb.	60180093
affede		v.	60180092
Affedningskur		sb.	60180091
affedte		v.	60180090
affeje		v.	60180089
Affekt		sb.	60180088
Affektation		sb.	60180087
affektere		v.	60180086
Affektion		sb.	60180085
Affektionspris		sb.	60180084
afficere		v.	60180083
affile		v.	60180082
Affiling		sb.	60180081
affiltrere		v.	60180080
affilutere		v.	60180079
affinde		v.	60180078
Affindelse		sb.	60180077
affire		v.	60180076
Affiringstov		sb.	60180075
affiske		v.	60180074
affjere		v.	60180073
afflade		v.	60180071
afflorere		v.	60180070
afflovende		adj.	60180069
afflyde		v.	60180068
afflække		v.	60180067
affløde		v.	60180066
afflaa		v.	60180072
affodre	1	v.	60180065
affolke		v.	60180063
affordre		v.	60180062
afforme		v.	60180061
affosfore		v.	60180060
affotografere		v.	60180059
Affrisning		sb.	60180058
affriste		v.	60180057
affritte		v.	60180056
affryse		v.	60180055
affræse		v.	60180054
affure		v.	60180053
affusle		v.	60180052
affutte		v.	60180051
affyre		v.	60180050
affælde		v.	60180049
affældig		adj.	60180048
Affældighed		sb.	60180047
affærdige		v.	60180046
Affære		sb.	60180045
afføde		v.	60180044
Affødning		sb.	60180043
Affølge		sb.	60180042
afføre		v.	60180041
Afførelse		sb.	60180040
Afføring		sb.	60180039
Afføringsmiddel		sb.	60180038
Afgang		sb.	60180036
Afgangs-		i ssgr.	60180035
Afgangsbevis		sb.	60180034
Afgangseksamen		sb.	60180033
Afgangsgilde		sb.	60180032
Afgangsklasse		sb.	60180031
Afgangslinie		sb.	60180030
Afgangsliste		sb.	60180029
Afgangsperron		sb.	60180028
Afgangsprøve		sb.	60180027
Afgangsrør		sb.	60180026
Afgangssignal		sb.	60180025
Afgangsstation		sb.	60180024
Afgangstid		sb.	60180023
Afgangsventil		sb.	60180022
Afgift		sb.	60180021
afgiftsfri		adj.	60180019
Afgiftsfrihed		sb.	60180018
Afgiftslen		sb.	60180017
Afgiftspligt		sb.	60180016
afgiftspligtig		adj.	60180015
Afgiftsydelse		sb.	60180014
afgitre		v.	60180013
afgive		v.	60180012
Afgiver		sb.	60180011
afgjort		adj.	60180010
Afgjorthed		sb.	60180009
Afglans		sb.	60180008
afglasse		v.	60180007
afglatte		v.	60180006
afglide		v.	60180005
afgnave		v.	60180004
afgnide		v.	60180003
afgrave		v.	60180002
afgrene		v.	60180001
Afgrening		sb.	60180000
afgroet		adj.	60179999
Afgrund		sb.	60179998
Afgrunds-		i ssgr.	60179997
afgrundsdyb	2	adj.	60179995
Afgrundsdyb	1	sb.	60179996
afgrundsmørk		adj.	60179994
Afgrundsrand		sb.	60179993
Afgrundssvælg		sb.	60179992
afgrænse		v.	60179991
Afgrænsning		sb.	60179990
afgræsse		v.	60179989
Afgrøde		sb.	60179988
afgrøfte		v.	60179987
Afgud		sb.	60179986
Afguderi		sb.	60179985
afguderisk		adj.	60179984
Afgudinde		sb.	60179983
afgudisk		adj.	60179982
Afgudiskhed		sb.	60179981
Afgudsalter		sb.	60179980
Afgudsbillede		sb.	60179979
Afgudsdyrkelse		sb.	60179978
Afgudsdyrker		sb.	60179977
Afgudsdyrkeri		sb.	60179976
Afgudshus		sb.	60179975
Afgudslære		sb.	60179974
Afgudsoffer		sb.	60179973
Afgudspræst		sb.	60179972
Afgudsslange		sb.	60179971
Afgudsstøtte		sb.	60179970
Afgudstempel		sb.	60179969
Afgudstjener		sb.	60179968
Afgudstro		sb.	60179967
Afgunst		sb.	60179966
Afgunstighed		sb.	60179965
afgærde		v.	60179964
afgære		v.	60179963
afgøre		v.	60179962
Afgørelse		sb.	60179961
Afgøring		sb.	60179960
afgaa		v.	60180037
afhalse		v.	60179958
afhamre		v.	60179957
afhandle		v.	60179956
Afhandling		sb.	60179955
Afhang		sb.	60179954
afharpe		v.	60179953
Afharpning		sb.	60179952
afharve		v.	60179951
afhase		v.	60179950
afhasle		v.	60179949
afhaspe		v.	60179948
afhegle		v.	60179947
afhegne		v.	60179946
Afhegning		sb.	60179945
afhente		v.	60179944
afheste		v.	60179943
afhjemle		v.	60179941
afhjorte		v.	60179940
Afhjælp		sb.	60179939
afhjælpe		v.	60179938
afhjælpelig		adj.	60179937
Afhold		sb.	60179936
afholde		v.	60179935
afholden		adj.	60179934
afholdende		adj.	60179933
Afholdenhed		sb.	60179932
Afholdenhedsforening		sb.	60179931
Afholdenhedssag		sb.	60179930
Afholdenhedsselskab		sb.	60179929
Afholdning		sb.	60179928
Afholdningstov		sb.	60179927
Afholds-		i ssgr.	60179926
Afholdsbevægelse		sb.	60179924
Afholdsblad		sb.	60179923
Afholdsbaand		sb.	60179925
Afholdsdrik		sb.	60179922
Afholdsfolk		sb.pl.	60179921
Afholdsforening		sb.	60179920
Afholdshjem		sb.	60179919
Afholdsloge		sb.	60179918
Afholdsløfte		sb.	60179917
Afholdsmand		sb.	60179916
Afholdsrestauration		sb.	60179915
Afholdssag		sb.	60179914
Afholdstaler		sb.	60179913
afholdt		adj.	60179912
afhorne		v.	60179911
afhude		v.	60179910
Afhug		sb.	60179909
afhugge		v.	60179908
Afhugger		sb.	60179907
afhylle		v.	60179906
afhælde		v.	60179905
afhænde		v.	60179904
afhændelig		adj.	60179903
Afhændelighed		sb.	60179902
Afhænder		sb.	60179901
afhændige		v.	60179900
Afhæng		sb.	60179899
afhænge		v.	60179898
afhængelig		adj.	60179897
Afhængelse		sb.	60179896
afhængende		adj.	60179895
Afhængenhed		sb.	60179894
afhængig		adj.	60179893
Afhængighed		sb.	60179892
Afhængighedsfald		sb.	60179891
Afhængighedsforhold		sb.	60179890
Afhængighedsform		sb.	60179889
afhærde		v.	60179888
afhæve		v.	60179887
afhøre		v.	60179886
afhøste		v.	60179885
afhøvle		v.	60179884
Afhøvling		sb.	60179883
afhaare		v.	60179959
afilte		v.	60179882
afjage		v.	60179881
afjaske		v.	60179942
afjuske		v.	60179879
afjævne		v.	60179878
Afkald		sb.	60179877
Afkaldsbrev		sb.	60179876
afkalke		v.	60179875
Afkant		sb.	60179874
afkante		v.	60179873
Afkantemaskine		sb.	60179872
afkappe	2	v.	60179870
afkappe	1	v.	60179871
Afkast		sb.	60179869
afkaste		v.	60179868
Afkastning		sb.	60179867
afkende		v.	60179866
afkile		v.	60179865
afkime		v.	60179864
Afklang		sb.	60179863
afklappe		v.	60179862
afklapse		v.	60179861
afklare		v.	60179860
afklaske		v.	60179859
Afklip		sb.	60179858
afklippe		v.	60179857
afklæde		v.	60179856
Afklædning		sb.	60179855
Afklædningsrum		sb.	60179854
afkløve		v.	60179853
afknappe		v.	60179852
afknibe		v.	60179851
afknække		v.	60179850
afkoble		v.	60179849
Afkog		sb.	60179848
afkoge		v.	60179847
Afkom		sb.	60179846
Afkomling		sb.	60179845
afkomløs		adj.	60179844
Afkoms-			60179843
Afkomsarv		sb.	60179842
Afkomsarving		sb.	60179841
Afkomspræmie		sb.	60179840
Afkomsskue		sb.	60179839
Afkomst		sb.	60179838
afkopiere		v.	60179837
afkoppe		v.	60179836
afkorte		v.	60179835
Afkortelse		sb.	60179834
Afkortelsestegn		sb.	60179833
Afkortersav		sb.	60179832
Afkortning		sb.	60179831
afkoste		v.	60179830
afkrabe		v.	60179829
afkradse		v.	60179828
Afkradsning		sb.	60179827
afkredse		v.	60179826
afkridte		v.	60179825
afkristne		v.	60179824
Afkrog		sb.	60179823
afkrydse		v.	60179822
afkrympe		v.	60179821
afkryste		v.	60179820
afkræfte		v.	60179819
afkræftelig		adj.	60179818
Afkræftelse		sb.	60179817
afkrænge		v.	60179816
afkræve		v.	60179815
afkrøsle		v.	60179814
afkulle		v.	60179813
afkvase		v.	60179812
afkviste		v.	60179811
afkvitte		v.	60179810
afkynde		v.	60179809
afkysse		v.	60179808
afkæmme		v.	60179807
Afkæmning		sb.	60179806
afkæmpe		v.	60179805
afkøbe		v.	60179804
afkøde		v.	60179803
afkøle		v.	60179802
Afkøler		sb.	60179801
Afkølingslov		sb.	60179800
Afkølingsrum		sb.	60179799
Afkølingsvand		sb.	60179798
Afkølingsvogn		sb.	60179797
afkølne		v.	60179796
afkøre		v.	60179795
Aflad		sb.	60179793
aflade	2	v.	60179791
aflade	1	v.	60179792
Afladedokument		sb.	60179790
Afladelse		sb.	60179789
Aflader		sb.	60179788
Aflads-		i ssgr.	60179787
Afladsbrev		sb.	60179785
Afladshandel		sb.	60179784
Afladskram		sb.	60179783
Afladskræmmer		sb.	60179782
Afladskræmmeri		sb.	60179781
Afladslære		sb.	60179780
Afladspenge		sb.pl.	60179779
Afladsaar		sb.	60179786
aflagre		v.	60179778
Aflagring		sb.	60179777
Aflandsvind		sb.	60179776
aflang		adj.	60179775
aflangrund		adj.	60179774
aflaste		v.	60179773
Aflastningsbue		sb.	60179772
afle		v.	60179771
aflede		v.	60179770
Afleder		sb.	60179769
Afledning		sb.	60179768
Aflednings-		i ssgr.	60179767
Afledningsendelse		sb.	60179766
Afledningsgrøft		sb.	60179765
Afledningskanal		sb.	60179764
Afledningsmiddel		sb.	60179763
Afledningsrør		sb.	60179762
Afledningstegn		sb.	60179761
Afleds-		i ssgr.	60179760
Afledsendelse		sb.	60179759
Afledskanal		sb.	60179758
Afledsord		sb.	60179757
aflejre		v.	60179756
Aflejring		sb.	60179755
aflevere		v.	60179754
Aflevering		sb.	60179753
Afleveringskontrakt		sb.	60179752
Afleveringspligt		sb.	60179751
aflevet		adj.	60179750
aflide		v.	60179749
afliggende		adj.	60179748
Afliggenhed		sb.	60179747
afligne		v.	60179746
aflikvidere		v.	60179745
aflime		v.	60179744
afline		v.	60179743
afliniere		v.	60179742
aflire		v.	60179741
afliste		v.	60179740
aflive		v.	60179739
aflokke		v.	60179738
aflosse		v.	60179737
aflufte		v.	60179736
afluge		v.	60179735
aflukke	2	v.	60179733
Aflukke	1	sb.	60179734
aflure		v.	60179732
afluse		v.	60179731
Aflyd		sb.	60179730
aflyse		v.	60179729
aflyske		v.	60179728
aflytte		v.	60179727
aflægge		v.	60179726
Aflæggeapparat		sb.	60179725
Aflæggelse		sb.	60179724
Aflæggemaskine		sb.	60179723
Aflægger		sb.	60179722
Aflæggerapparat		sb.	60179721
Aflæggerbord		sb.	60179720
Aflæggerrive		sb.	60179719
Aflæggervinge		sb.	60179718
Aflæggespaan		sb.	60179717
Aflægning		sb.	60179716
aflægs		adj.	60179714
aflænke		v.	60179713
aflære		v.	60179712
aflæse		v.	60179711
Aflæsning	2	sb.	60179709
Aflæsningsfejl		sb.	60179708
Aflæsningssag		sb.	60179707
aflæsse		v.	60179706
Afløb		sb.	60179705
afløbe		v.	60179704
Afløberkniv		sb.	60179703
Afløbnings-		i ssgr.	60179702
Afløbningspude		sb.	60179701
Afløbningsslæde		sb.	60179700
Afløbs-		i ssgr.	60179699
Afløbsgrøft		sb.	60179698
Afløbshul		sb.	60179697
Afløbskanal		sb.	60179696
Afløbspæl		sb.	60179695
Afløbsrende		sb.	60179694
Afløbsrør		sb.	60179693
afløfte		v.	60179692
aflønne		v.	60179691
afløse		v.	60179690
afløselig		adj.	60179689
Afløser		sb.	60179688
afløsne		v.	60179686
Afløsning	2	sb.	60179684
Afløsning	1	sb.	60179685
Afløsningsassistent		sb.	60179683
Afløsningsflade		sb.	60179682
Afløsningsmandskab		sb.	60179681
Afløsningssum		sb.	60179680
afløve		v.	60179679
aflaase		v.	60179794
afmagnetisere		v.	60179674
afmagre		v.	60179673
Afmagringskur		sb.	60179672
Afmagt		sb.	60179671
Afmagtsfølelse		sb.	60179670
afmale		v.	60179669
afmalke		v.	60179668
afmande		v.	60179667
Afmarch		sb.	60179666
afmarchere		v.	60179665
afmarve		v.	60179664
afmaske	2	v.	60179662
afmaske	1	v.	60179663
afmaste		v.	60179661
afmatte		v.	60179660
afmeje		v.	60179659
afmejsle		v.	60179658
afmelde		v.	60179657
afmægtig		adj.	60179655
Afmægtighed		sb.	60179654
afmærke		v.	60179653
afmønstre		v.	60179652
afmaale		v.	60179678
Afmaaling		sb.	60179677
Afmaalthed		sb.	60179675
afnakke		v.	60179651
afnappe		v.	60179650
afneje		v.	60179649
afnippe		v.	60179648
afnytte		v.	60179647
afnøde		v.	60179646
afordne		v.	60179645
Aforisme		sb.	60179644
aforistisk		adj.	60179643
afpakke		v.	60179642
afparere		v.	60179641
afparre		v.	60179640
afpasse		v.	60179639
Afpasseri		sb.	60179638
afpatronere		v.	60179637
afpatrouillere		v.	60179636
afpenne		v.	60179635
afpensle		v.	60179634
afperse		v.	60179633
afpille		v.	60179632
afpinde		v.	60179631
afpine		v.	60179630
afpiske		v.	60179629
afplanke		v.	60179628
Afplatning		sb.	60179627
afplatte		v.	60179626
Afpluk		sb.	60179625
afplukke		v.	60179624
afplyndre		v.	60179623
afpløje		v.	60179622
afpolere		v.	60179621
afprelle		v.	60179620
afpresse		v.	60179619
afprikke		v.	60179618
afprodse		v.	60179617
Afpropning		sb.	60179615
afproppe		v.	60179616
afprutte		v.	60179614
afprygle		v.	60179613
afprædike		v.	60179612
Afpræg		sb.	60179611
afpræge		v.	60179610
afprøve		v.	60179609
afpudse		v.	60179608
Afpudsning		sb.	60179607
afpuppe		v.	60179606
afpuste		v.	60179605
afpæle		v.	60179604
Afpæling		sb.	60179603
afrage		v.	60179599
afrakke		v.	60179598
afrande		v.	60179597
afraspe		v.	60179596
afrebe		v.	60179595
afrede		v.	60179594
afregne		v.	60179593
Afregning		sb.	60179592
Afregningsbog		sb.	60179591
afrejfe		v.	60179590
afrejse	2	v.	60179588
Afrejse	1	sb.	60179589
afrense		v.	60179587
afrette		v.	60179585
Afretter		sb.	60179584
afribbe		v.	60179583
afride		v.	60179582
Afrids		sb.	60179581
afridse		v.	60179580
Afridsning		sb.	60179579
afrigge		v.	60179578
Afrikaner		sb.	60179577
afrikansk		adj.	60179576
afrime		v.	60179575
afringe	2	v.	60179573
afringe	1	v.	60179574
afrise		v.	60179572
afrive	2	v.	60179570
afrive	1	v.	60179571
Afrivningsblok		sb.	60179569
Afrivningskalender		sb.	60179568
afrulle		v.	60179567
afrunde		v.	60179566
Afrundethed		sb.	60179564
Afrunding		sb.	60179563
afruske		v.	60179562
afruste	2	v.	60179560
afruste	1	v.	60179561
afrydde		v.	60179559
afryge		v.	60179558
afrykke		v.	60179557
afryste		v.	60179556
afrække		v.	60179555
afrøfle		v.	60179554
Afrøfling		sb.	60179553
afrøge		v.	60179552
afrømme		v.	60179551
Afrømning		sb.	60179550
afraabe		v.	60179601
afraade		v.	60179600
afsadle		v.	60179548
afsagt		adj.	60179547
afsamle		v.	60179546
Afsats		sb.	60179545
afsave		v.	60179544
Afsavn		sb.	60179543
afse		v.	60179542
afsejle		v.	60179541
afsele		v.	60179540
afsende		v.	60179539
Afsender		sb.	60179538
Afsenderapparat		sb.	60179537
Afsenderstation		sb.	60179536
Afsending	2	sb.	60179534
Afsending	1	sb.	60179535
afsi		v.	60179533
afsidde		v.	60179532
Afside		sb.	60179531
afsides		adv.	60179530
Afsideshed		sb.	60179529
Afsidesreplik		sb.	60179528
afsige		v.	60179527
Afsigt	2	sb.	60179525
Afsigt	1	sb.	60179526
afsigte		v.	60179524
Afsigtning		sb.	60179523
Afsind		sb.	60179522
afsindet		adj.	60179521
afsindig		adj.	60179520
Afsindighed		sb.	60179519
afsive		v.	60179518
afsjæle		v.	60179517
afskaffe		v.	60179516
afskage		v.	60179515
afskalle		v.	60179514
Afskalning		sb.	60179513
afskave		v.	60179512
Afsked		sb.	60179511
afskede		v.	60179510
afskedige		v.	60179509
Afskedigelse		sb.	60179508
Afskeds-		i ssgr.	60179507
Afskedsaften		sb.	60179506
Afskedsansøgning		sb.	60179505
